Score,Episodes,Duration_format,Rating_format,Genre_format,Producers_format,Studios_format,Name_format,Type_format,Source_format,cluster
7.43,1,24,1,0,261,37,2266,2,1,1
5.73,50,23,3,1,11,139,2267,0,1,1
5.78,1,72,3,2,43,98,2268,1,8,1
4.43,1,49,1,21,245,30,2269,2,0,1
7.51,16,2,1,0,262,0,2270,3,3,1
5.59,2,24,2,0,51,63,2271,2,26,1
7.01,2,30,2,10,106,75,2272,2,2,1
7.02,12,25,2,0,263,103,2273,0,2,1
7.96,2,21,1,0,17,5,2274,2,1,1
5.0,50,30,1,1,91,3,2275,0,0,1
7.15,12,24,2,1,136,182,2276,0,1,1
6.84,2,29,1,0,24,43,2277,2,4,1
7.6,24,24,0,1,12,380,2278,0,4,1
7.39,1,90,1,1,10,8,2279,1,0,1
7.48,1,70,2,1,6,125,2280,1,5,1
6.53,2,26,2,0,19,8,2281,2,1,1
7.35,1,136,3,2,6,86,2282,1,0,1
6.58,151,25,3,0,58,44,2283,0,1,1
8.13,11,22,1,0,3,43,2284,0,1,1
5.91,1,13,1,1,20,206,2285,1,0,1
7.13,1,70,3,1,58,299,2286,1,0,1
7.83,1,127,1,3,6,206,2287,1,5,1
5.0,26,10,1,0,112,140,2288,0,8,1
7.55,2,24,1,4,6,86,2289,3,0,1
7.0,51,24,1,16,2,102,2290,0,26,1
6.11,1,25,3,1,191,126,2291,3,5,1
6.33,51,25,2,0,7,126,2292,0,0,1
6.12,23,24,1,9,2,33,2293,0,1,1
7.38,52,24,1,2,2,122,2294,0,0,1
6.66,1,3,1,3,12,84,2295,14,0,1
7.06,65,25,3,0,55,237,2296,0,8,1
5.89,13,23,1,0,8,8,2297,0,6,1
7.42,1,85,1,0,43,3,2298,1,1,1
6.83,12,24,2,0,12,22,2299,0,4,1
6.34,51,12,1,1,20,206,2300,0,0,1
7.78,25,20,1,2,2,3,2301,0,1,1
6.19,1,30,2,0,100,141,2302,2,1,1
5.0,13,2,1,0,264,299,2303,0,11,1
6.89,1,93,3,0,22,29,2304,1,3,1
6.7,1,110,3,0,22,29,2305,1,1,1
7.17,1,88,3,0,22,29,2306,1,1,1
7.02,1,97,3,0,22,29,2307,1,1,1
6.66,1,93,3,0,22,29,2308,1,1,1
7.32,1,100,3,0,22,29,2309,1,1,1
7.55,12,23,1,0,42,37,2310,0,1,1
7.9,2,23,0,0,6,43,2311,3,4,1
5.94,30,5,1,0,25,299,2312,0,0,1
6.81,1,3,1,0,7,5,2313,3,1,1
7.12,12,23,1,0,12,8,2314,0,4,1
8.1,24,24,0,3,2,0,2315,0,4,1
7.74,11,23,1,3,6,142,2316,0,1,1
6.44,2,5,1,0,2,6,2317,3,26,1
6.83,7,3,1,0,46,182,2318,3,1,1
6.28,12,24,0,1,6,86,2319,0,2,1
6.26,1,85,3,3,0,143,2320,1,5,1
6.58,6,29,2,1,136,22,2321,2,6,1
7.41,3,28,1,0,265,171,2322,2,1,1
7.06,1,75,2,3,0,299,2323,1,1,1
7.47,13,24,1,11,6,1,2324,0,1,1
7.57,48,5,1,0,65,5,2325,4,11,1
7.34,3,24,1,3,12,15,2326,2,4,1
6.52,1,98,1,1,90,3,2327,1,0,1
5.84,1,25,3,0,62,77,2328,2,1,1
7.75,1,51,0,1,42,15,2329,1,1,1
7.76,13,24,1,0,12,123,2330,0,4,1
7.73,12,23,1,0,2,23,2331,0,1,1
6.73,12,24,1,0,261,9,2332,0,2,1
6.21,51,24,1,0,2,48,2333,0,1,1
6.49,25,25,1,3,55,53,2334,0,1,1
6.07,1,25,1,0,255,299,2335,1,1,1
5.5,1,67,1,3,266,299,2336,3,5,1
7.46,12,24,1,0,12,88,2337,0,1,1
6.09,2,25,2,11,65,270,2338,2,1,1
6.13,1,89,3,2,267,237,2339,1,8,1
6.73,30,25,1,0,22,299,2340,0,0,1
6.88,12,24,1,0,9,1,2341,0,4,1
7.11,2,29,2,0,103,107,2342,2,1,1
6.59,1,22,1,21,39,103,2343,2,2,1
6.41,2,30,2,10,113,338,2344,2,2,1
5.7,1,15,3,0,24,15,2345,3,26,1
7.6,13,24,0,0,19,125,2346,0,3,1
7.36,25,24,1,0,10,62,2347,0,2,1
5.0,52,25,3,7,268,44,2348,0,0,1
6.59,9,6,2,0,48,146,2349,3,2,1
7.44,12,24,1,0,10,18,2350,0,1,1
5.88,1,56,1,1,10,15,2351,2,0,1
5.99,77,24,1,0,58,55,2352,0,1,1
6.01,36,8,2,0,9,101,2353,0,1,1
7.33,1,22,1,11,24,15,2354,3,1,1
7.1,12,24,1,0,6,144,2355,0,4,1
7.73,13,23,0,0,136,46,2356,0,0,1
6.87,3,23,0,1,6,86,2357,3,0,1
6.02,28,19,3,5,25,1,2358,0,0,1
6.29,26,2,3,0,25,138,2359,0,0,1
5.0,37,25,3,0,9,145,2360,0,3,1
5.0,25,25,3,0,9,145,2361,0,3,1
6.33,1,23,0,1,6,86,2362,3,0,1
7.43,12,24,0,0,136,5,2363,0,4,1
6.21,1,90,1,0,34,29,2364,1,1,1
6.2,1,90,1,0,34,29,2365,1,1,1
5.97,4,30,1,2,19,5,2366,2,0,1
7.4,1,22,1,0,127,78,2367,2,1,1
6.26,12,25,2,3,19,9,2368,0,2,1
6.94,2,30,2,0,8,146,2369,2,1,1
7.41,1,51,0,1,0,206,2370,1,0,1
7.15,1,7,3,8,24,3,2371,3,1,1
7.26,12,25,0,1,2,46,2372,0,4,1
7.17,26,24,1,4,19,21,2373,0,4,1
7.23,25,25,1,1,6,0,2374,0,0,1
7.61,24,23,0,1,136,1,2375,0,4,1
6.23,12,1,1,0,65,134,2376,0,3,1
6.68,3,30,2,10,269,90,2377,2,2,1
7.66,1,99,1,5,2,182,2378,1,4,1
6.18,1,8,1,12,12,84,2379,3,0,1
7.0,50,2,3,0,248,5,2380,0,1,1
5.0,22,25,3,0,2,3,2381,0,1,1
6.75,12,24,1,0,12,147,2382,0,4,1
7.48,1,34,1,1,10,1,2383,2,1,1
7.15,4,18,3,0,224,72,2384,2,0,1
7.62,2,27,1,0,6,84,2385,3,0,1
7.75,13,23,1,0,19,18,2386,0,1,1
6.44,1,67,3,5,3,14,2387,3,5,1
6.4,84,22,1,0,2,6,2388,0,26,1
7.3,1,30,1,0,24,3,2389,3,1,1
8.11,13,24,1,1,148,102,2390,2,1,1
7.32,1,110,0,0,6,0,2391,1,1,1
7.48,6,25,1,0,67,86,2392,3,1,1
7.34,12,24,2,0,9,8,2393,0,1,1
6.42,1,23,2,1,270,246,2394,2,1,1
8.02,1,90,3,1,40,32,2395,1,10,1
6.55,4,4,0,0,6,86,2396,3,0,1
7.25,26,23,1,1,20,148,2397,0,26,1
7.81,1,47,0,1,42,15,2398,1,1,1
9.11,24,24,1,4,10,109,2399,0,2,1
8.4,1,64,0,24,6,18,2400,1,4,1
7.95,26,24,1,0,12,84,2401,0,0,1
6.96,11,23,1,2,3,86,2402,0,0,1
5.57,1,30,1,0,23,193,2403,2,1,1
6.7,12,23,1,1,24,5,2404,0,4,1
6.95,13,24,1,1,8,1,2405,0,1,1
7.18,3,26,1,1,0,124,2406,2,0,1
6.4,1,25,1,0,60,206,2407,2,0,1
6.68,4,14,1,0,62,149,2408,2,1,1
7.08,50,24,1,4,156,206,2409,0,9,1
7.14,1,93,3,3,271,14,2410,1,1,1
5.04,1,30,2,1,8,101,2411,2,0,1
6.64,6,3,2,21,272,22,2412,3,4,1
6.91,12,24,2,1,29,2,2413,0,1,1
7.18,12,24,1,0,9,18,2414,0,4,1
6.94,2,28,2,10,120,70,2415,2,2,1
7.6,13,24,3,15,24,3,2416,0,1,1
7.87,1,49,0,1,42,15,2417,1,1,1
7.62,2,29,1,0,12,123,2418,2,4,1
6.48,13,24,1,1,19,125,2419,0,1,1
4.67,1,26,3,0,85,102,2420,2,0,1
6.53,12,24,0,0,14,43,2421,0,1,1
5.52,3,55,2,0,273,150,2422,2,1,1
5.1,1,16,2,0,274,148,2423,2,2,1
4.8,1,31,1,7,16,299,2424,14,1,1
7.71,8,24,1,0,12,137,2425,0,1,1
7.91,60,24,1,0,18,81,2426,0,1,1
6.64,1,16,2,0,60,182,2427,2,1,1
5.0,38,24,1,1,53,206,2428,0,0,1
6.24,1,39,3,0,6,25,2429,2,1,1
7.04,65,24,1,1,20,102,2430,0,0,1
7.21,1,97,0,1,172,7,2431,1,26,1
5.64,12,30,1,0,18,151,2432,0,3,1
7.83,2,24,1,0,6,18,2433,3,3,1
6.15,12,23,1,0,19,380,2434,0,1,1
6.31,1,30,2,10,106,113,2435,2,2,1
6.26,11,4,1,0,257,118,2436,0,4,1
8.33,1,110,1,0,8,78,2437,1,3,1
6.79,1,28,2,0,12,122,2438,2,4,1
5.51,6,2,1,14,46,152,2439,14,26,1
8.01,12,23,1,3,24,15,2440,0,1,1
6.92,10,24,1,3,25,15,2441,0,5,1
6.99,12,23,1,0,13,18,2442,0,1,1
5.97,2,30,2,10,113,338,2443,2,2,1
6.43,1,22,2,10,120,136,2444,2,2,1
7.84,1,47,0,1,42,15,2445,1,1,1
7.84,1,23,1,0,8,78,2446,3,0,1
6.59,12,23,1,0,8,88,2447,0,1,1
6.36,13,22,0,1,275,15,2448,2,0,1
7.61,1,93,1,1,10,15,2449,1,26,1
6.6,12,25,2,0,136,380,2450,0,4,1
7.61,1,97,1,1,42,62,2451,1,0,1
6.58,4,5,1,0,168,43,2452,3,1,1
8.38,12,24,1,3,6,18,2453,0,0,1
7.58,1,116,1,2,10,316,2454,1,0,1
6.59,1,23,1,0,100,153,2455,2,3,1
6.96,12,24,1,0,6,146,2456,0,3,1
5.0,20,30,1,1,22,299,2457,0,0,1
6.16,1,24,1,4,60,206,2458,2,0,1
6.48,1,52,3,5,47,182,2459,1,10,1
7.62,1,96,0,0,42,37,2460,1,1,1
7.45,13,24,0,0,6,3,2461,0,1,1
5.46,2,30,2,10,113,338,2462,2,2,1
5.0,1,43,3,2,47,19,2463,1,0,1
8.25,77,24,1,0,2,171,2464,0,1,1
7.24,1,10,1,0,65,5,2465,2,11,1
6.7,86,24,3,0,3,3,2466,0,1,1
6.46,56,25,1,0,14,105,2467,0,1,1
6.19,2,29,2,2,106,89,2468,2,2,1
7.09,1,5,1,14,12,206,2469,14,14,1
6.15,4,6,3,16,18,46,2470,4,0,1
6.36,46,25,1,19,74,182,2471,0,1,1
7.59,25,24,1,1,6,86,2472,0,1,1
6.7,12,24,2,0,12,11,2473,0,2,1
7.24,1,24,1,8,8,62,2474,3,2,1
7.79,12,23,1,0,12,5,2475,0,1,1
7.73,1,6,1,14,12,206,2476,14,14,1
6.64,12,23,1,0,136,122,2477,0,1,1
6.41,12,25,2,1,62,28,2478,0,1,1
7.44,12,23,3,15,136,21,2479,0,1,1
5.91,1,29,1,3,12,84,2480,3,0,1
7.94,25,24,1,0,0,206,2481,0,0,1
7.17,1,69,1,0,2,23,2482,1,1,1
8.03,1,109,3,0,43,102,2483,1,1,1
9.08,51,24,1,0,6,206,2484,0,1,1
7.47,1,71,3,1,58,299,2485,1,0,1
7.2,25,25,1,1,25,206,2486,0,0,1
8.42,11,22,1,3,6,86,2487,0,0,1
7.99,39,25,0,9,25,146,2488,0,1,1
7.89,12,14,1,0,0,154,2489,2,1,1
6.34,73,24,1,1,2,126,2490,0,1,1
6.59,1,24,3,0,124,155,2491,1,0,1
7.42,4,28,1,0,6,144,2492,4,4,1
7.85,1,95,3,11,34,123,2493,1,1,1
8.4,25,24,1,0,24,1,2494,0,1,1
7.56,147,23,1,0,3,299,2495,0,1,1
8.0,24,23,1,1,8,5,2496,0,1,1
7.49,1,2,1,3,6,84,2497,3,0,1
6.5,2,23,2,0,12,11,2498,3,4,1
6.78,12,25,2,0,20,103,2499,0,2,1
7.94,12,23,1,0,2,23,2500,0,1,1
7.81,2,23,0,7,6,10,2501,3,4,1
8.34,13,28,0,1,6,25,2502,0,4,1
5.08,2,45,1,1,267,58,2503,2,5,1
6.84,16,13,1,0,6,144,2504,3,4,1
6.52,12,24,2,0,12,8,2505,0,1,1
7.31,13,24,2,0,9,9,2506,0,4,1
6.82,1,108,3,0,124,29,2507,1,1,1
7.79,8,26,0,0,19,125,2508,2,3,1
8.18,1,150,2,0,253,12,2509,1,0,1
6.96,13,24,1,1,6,12,2510,0,0,1
7.58,11,23,0,1,6,0,2511,0,5,1
8.43,11,22,1,15,3,15,2512,0,1,1
7.25,11,22,1,1,3,171,2513,0,0,1
8.48,26,23,1,0,12,78,2514,0,1,1
7.41,4,25,0,3,25,0,2515,3,5,1
6.31,2,15,1,11,6,1,2516,3,1,1
6.45,1,30,2,21,20,122,2517,2,4,1
6.22,1,18,1,1,6,86,2518,3,0,1
7.76,1,76,2,1,253,39,2519,1,1,1
6.08,26,24,1,1,22,299,2520,0,0,1
7.31,12,24,3,0,276,130,2521,0,0,1
5.57,2,8,3,0,10,38,2522,4,1,1
7.58,1,105,1,3,277,156,2523,1,0,1
6.56,2,43,1,1,60,124,2524,2,26,1
5.0,1,24,1,2,9,60,2525,3,0,1
8.25,26,24,0,9,5,182,2526,0,1,1
7.63,25,24,1,0,6,86,2527,0,26,1
7.37,1,48,1,1,12,0,2528,1,0,1
7.1,13,25,1,0,10,86,2529,0,2,1
6.47,12,3,1,0,65,134,2530,0,3,1
7.22,1,47,1,0,3,5,2531,3,1,1
7.09,21,24,1,1,224,4,2532,0,0,1
6.29,1,87,3,1,3,237,2533,1,0,1
6.8,13,2,3,4,230,275,2534,0,0,1
6.02,25,2,3,12,9,157,2535,0,6,1
7.78,12,23,1,0,12,37,2536,0,4,1
6.52,52,25,1,2,2,122,2537,0,0,1
5.25,3,22,1,1,0,3,2538,0,6,1
7.04,13,24,0,1,2,43,2539,0,1,1
7.51,12,24,1,0,12,88,2540,0,1,1
8.6,13,24,1,3,6,43,2541,0,1,1
7.63,1,2,3,3,0,15,2542,1,0,1
6.41,3,3,1,0,0,124,2543,3,0,1
5.64,6,30,1,0,168,43,2544,3,1,1
7.28,12,24,1,0,136,121,2545,0,4,1
7.11,12,24,1,3,12,23,2546,0,2,1
5.11,1,30,3,0,278,135,2547,2,3,1
8.38,1,45,3,3,6,43,2548,1,1,1
5.45,1,70,2,25,6,25,2549,2,1,1
7.12,2,28,2,10,120,117,2550,2,1,1
5.74,1,114,1,11,169,215,2551,3,1,1
7.16,24,25,1,0,22,299,2552,0,0,1
7.14,26,24,1,0,29,21,2553,0,0,1
7.1,13,24,1,1,12,206,2554,0,4,1
7.7,13,24,1,0,6,1,2555,0,1,1
7.38,10,24,1,0,226,62,2556,4,4,1
6.22,12,24,2,0,12,270,2557,0,1,1
7.37,16,2,1,0,279,3,2558,3,0,1
6.22,1,45,1,3,90,77,2559,2,1,1
6.56,12,23,0,1,6,15,2560,0,1,1
6.54,4,29,0,18,65,5,2561,2,0,1
7.6,12,23,1,0,2,103,2562,0,1,1
7.53,4,5,1,0,65,5,2563,3,11,1
6.98,47,24,3,6,2,6,2564,0,26,1
5.48,6,5,3,15,280,84,2565,3,0,1
7.87,13,24,1,0,6,86,2566,0,3,1
5.8,24,21,3,0,135,48,2567,0,0,1
5.86,1,30,0,1,63,62,2568,2,14,1
6.61,4,30,2,10,281,153,2569,2,2,1
6.49,25,46,1,1,4,14,2570,0,1,1
7.54,12,26,0,18,12,1,2571,0,4,1
6.84,12,24,1,0,136,152,2572,0,4,1
7.54,4,22,1,6,7,15,2573,2,1,1
6.66,12,24,0,0,19,123,2574,0,4,1
7.52,25,25,1,4,6,37,2575,0,26,1
7.46,1,102,1,1,6,3,2576,1,1,1
6.82,1,24,1,0,224,1,2577,3,4,1
6.22,24,25,3,0,2,3,2578,0,1,1
6.5,12,24,2,0,42,62,2579,0,4,1
7.54,26,23,2,1,12,13,2580,0,1,1
7.37,1,64,2,1,6,125,2581,1,5,1
7.27,1,31,1,1,242,18,2582,2,1,1
7.1,10,1,1,1,6,86,2583,3,1,1
6.53,13,3,1,0,100,153,2584,0,3,1
7.2,1,110,2,1,6,15,2585,1,0,1
7.16,1,14,1,1,24,3,2586,1,1,1
6.97,1,100,1,5,2,32,2587,1,8,1
5.0,25,25,1,3,2,244,2588,0,1,1
7.26,12,2,1,0,253,130,2589,4,1,1
7.39,1,48,1,1,12,0,2590,1,0,1
7.49,1,48,1,1,12,0,2591,1,0,1
7.6,1,48,1,1,12,0,2592,1,0,1
7.56,1,48,1,1,12,0,2593,1,0,1
7.64,1,48,1,1,12,0,2594,1,0,1
7.27,12,24,2,0,9,144,2595,0,4,1
7.98,24,24,0,0,14,43,2596,0,0,1
6.49,1,99,1,0,282,158,2597,1,0,1
6.13,2,30,2,10,113,338,2598,2,1,1
7.47,1,87,1,0,7,15,2599,1,1,1
6.97,11,2,1,0,6,146,2600,3,3,1
6.63,1,96,1,0,2,6,2601,1,26,1
5.6,1,30,2,2,120,153,2602,2,2,1
6.51,3,26,2,7,269,89,2603,2,2,1
7.56,10,24,0,0,136,5,2604,0,4,1
7.52,22,24,0,1,6,15,2605,0,0,1
6.92,1,26,2,0,283,147,2606,2,4,1
7.4,11,24,0,7,18,0,2607,0,5,1
8.23,25,22,1,3,5,182,2608,0,1,1
5.47,7,6,1,0,233,4,2609,4,1,1
7.35,1,23,3,15,284,21,2610,3,1,1
7.32,1,24,1,0,46,23,2611,2,1,1
6.49,49,24,1,1,12,206,2612,0,0,1
6.97,4,4,1,0,262,0,2613,4,1,1
5.24,4,3,1,0,285,134,2614,0,1,1
8.34,1,24,1,0,65,109,2615,3,2,1
6.08,52,25,3,12,52,48,2616,0,0,1
7.33,12,24,1,8,12,146,2617,0,1,1
5.0,26,25,1,0,2,244,2618,0,1,1
6.75,1,11,1,0,286,144,2619,2,4,1
7.32,1,30,3,3,287,36,2620,1,0,1
6.98,1,25,1,0,286,1,2621,3,9,1
6.36,2,21,2,1,48,22,2622,2,6,1
7.63,2,23,1,3,6,142,2623,3,1,1
6.68,1,27,1,0,148,122,2624,2,1,1
8.36,6,71,2,1,20,206,2625,2,1,1
5.0,51,5,1,0,49,30,2626,0,1,1
7.41,1,90,3,4,4,6,2627,1,26,1
7.8,1,105,1,0,17,15,2628,1,5,1
6.02,2,30,2,2,288,85,2629,2,1,1
7.46,12,24,1,0,6,121,2630,0,1,1
6.18,50,24,1,4,156,206,2631,0,9,1
7.11,24,24,2,1,2,21,2632,0,2,1
6.58,2,30,2,7,113,338,24,2,0,3
7.25,1,5,1,14,12,206,2633,14,14,1
9.1,148,23,1,1,24,182,2634,0,1,1
6.8,2,30,2,10,120,70,2635,2,2,1
6.87,13,24,1,0,8,1,2636,0,3,1
7.55,12,24,0,8,12,84,2637,0,4,1
7.97,12,24,1,0,12,5,2638,0,1,1
7.69,4,25,1,3,12,5,2639,2,1,1
7.33,12,23,1,0,42,9,2640,0,4,1
5.0,104,5,1,0,289,47,2641,0,1,1
6.64,2,24,2,1,62,8,2642,2,1,1
6.92,12,23,1,0,0,8,2643,0,0,1
7.44,13,24,1,0,9,62,2644,0,2,1
7.79,2,24,1,0,6,18,2645,3,3,1
7.94,12,24,1,0,6,18,2646,0,3,1
6.8,12,24,0,1,29,102,2647,0,1,1
7.31,1,24,1,1,6,86,2648,3,1,1
6.85,8,23,1,1,6,159,2649,0,6,1
7.23,2,24,2,3,11,171,2650,2,1,1
7.52,12,24,1,2,60,1,2651,0,4,1
7.12,2,25,1,0,6,146,2652,2,3,1
7.22,12,24,1,0,12,1,2653,0,0,1
7.56,13,23,1,0,2,15,2654,0,1,1
7.14,1,110,1,1,224,126,2655,1,26,1
6.45,25,25,1,0,22,299,2656,0,0,1
7.49,12,23,1,0,136,1,2657,0,0,1
7.11,2,46,0,1,6,5,2658,2,1,1
6.22,1,45,1,0,42,17,2659,3,1,1
6.76,75,5,1,2,63,48,2660,0,1,1
6.54,2,30,2,10,113,338,2661,2,2,1
6.69,13,3,1,0,290,153,2662,0,3,1
5.0,26,25,1,0,2,14,2663,0,5,1
7.36,12,24,2,0,12,5,2664,0,1,1
6.03,1,12,1,4,0,21,2665,3,0,1
5.0,51,22,3,0,2,244,2666,0,26,1
8.5,1,90,1,3,10,109,2667,1,2,1
8.18,11,24,0,0,6,18,2668,0,4,1
6.68,13,3,1,0,100,153,2669,0,3,1
7.4,12,24,2,0,12,17,2670,0,4,1
7.33,10,24,1,0,42,43,2671,0,1,1
8.67,13,24,1,3,6,43,2672,0,1,1
6.03,1,18,3,3,239,299,2673,1,8,1
7.22,37,25,1,0,22,29,2674,0,1,1
6.8,13,24,0,0,12,124,2675,0,1,1
7.64,1,88,1,1,6,86,2676,1,1,1
7.98,13,24,1,0,6,1,2677,0,1,1
8.59,12,24,0,1,6,25,2678,0,4,1
7.5,1,90,0,1,136,1,2679,1,0,1
6.72,2,30,2,10,120,136,2680,2,2,1
7.03,13,23,1,1,6,21,2681,0,0,1
6.53,1,103,1,1,34,15,2682,1,1,1
7.25,25,23,1,1,6,86,2683,0,4,1
7.32,24,24,1,1,48,206,2684,0,4,1
7.07,12,24,1,0,12,46,2685,0,1,1
5.81,12,23,2,1,10,22,2686,0,1,1
6.2,12,6,2,0,12,160,2687,0,1,1
8.15,25,24,1,0,12,15,2688,0,1,1
7.09,13,23,1,1,6,12,2689,0,0,1
7.07,12,24,1,0,2,8,2690,0,4,1
6.74,2,27,2,8,291,90,8,2,0,3
6.89,13,24,2,1,22,102,2691,0,1,1
8.28,12,24,1,0,2,206,2692,0,11,1
6.32,12,24,2,1,136,22,2693,0,6,1
4.72,1,26,1,3,1,215,2694,2,1,1
7.82,13,24,1,0,19,123,2695,0,4,1
7.47,1,24,1,0,6,86,2696,3,26,1
7.46,12,24,1,0,136,182,2697,0,4,1
8.23,1,130,1,3,6,18,2698,1,0,1
8.39,1,109,1,3,6,18,2699,1,0,1
8.44,1,116,1,3,6,18,2700,1,0,1
6.55,2,17,2,10,100,90,2701,2,2,1
7.44,1,93,1,0,53,206,2702,1,0,1
7.68,52,3,1,0,100,5,2703,0,3,1
8.37,26,25,1,1,12,62,2704,2,0,1
8.04,38,25,0,1,25,3,2705,0,1,1
5.0,45,25,1,0,4,10,2706,0,1,1
7.41,1,86,1,0,2,86,2707,1,1,1
7.45,1,68,2,1,6,125,2708,1,5,1
6.71,2,17,2,7,292,113,2709,2,1,1
5.68,2,20,2,10,292,153,2710,2,1,1
5.55,4,27,2,1,173,22,2711,2,0,1
6.09,2,20,2,1,48,22,2712,3,6,1
7.34,1,25,1,1,3,5,2713,3,1,1
8.11,1,23,1,0,5,182,2714,3,1,1
7.92,1,92,2,1,253,39,2715,1,1,1
8.21,1,110,2,1,253,39,2716,1,1,1
7.02,12,24,1,8,6,206,2717,0,0,1
6.3,13,3,1,0,100,359,2718,0,3,1
5.79,1,29,3,2,80,182,2719,2,5,1
7.39,13,23,1,4,19,21,2720,0,0,1
5.74,5,4,1,1,293,13,2721,4,1,1
7.09,12,25,1,3,6,144,2722,0,2,1
5.0,52,15,3,0,20,102,2723,0,10,1
7.48,1,20,1,0,216,154,2724,2,1,1
8.14,22,25,1,8,12,78,2725,0,5,1
6.74,48,24,3,1,294,299,2726,0,0,1
7.11,1,73,3,2,295,299,2727,1,0,1
6.92,1,8,1,0,216,154,2728,3,2,1
6.99,12,24,1,0,0,8,2729,0,0,1
7.51,12,25,1,0,8,62,2730,0,3,1
7.05,13,24,1,0,12,88,2731,0,4,1
6.51,10,24,0,0,100,8,2732,4,1,1
7.02,3,24,1,0,18,4,2733,0,1,1
6.66,5,27,1,0,5,206,2734,2,4,1
6.56,5,27,2,0,5,206,2735,2,4,1
8.64,1,117,1,2,18,161,2736,1,0,1
8.58,25,24,1,0,24,1,2737,0,1,1
6.15,12,24,1,1,100,15,2738,0,26,1
5.0,34,24,3,0,22,299,2739,0,1,1
5.6,1818,5,3,0,3,44,2740,0,0,1
7.85,12,23,1,0,20,103,2741,0,1,1
7.85,12,24,2,1,46,109,2742,0,1,1
8.52,99,24,1,0,6,86,2743,0,1,1
6.5,1,28,1,0,6,25,2744,2,1,1
7.86,12,23,0,11,29,123,2745,0,1,1
6.11,6,9,1,0,136,121,2746,3,4,1
6.74,13,24,1,2,12,5,2747,0,2,1
7.25,13,24,0,11,11,270,2748,0,1,1
6.7,24,24,1,1,0,0,2749,0,1,1
8.05,1,99,1,4,253,49,2750,1,0,1
6.64,25,3,1,0,5,159,2751,0,0,1
5.79,12,3,1,0,5,159,2752,3,0,1
7.55,13,24,2,1,12,206,2753,0,4,1
8.36,12,22,1,3,18,162,2754,0,1,1
6.64,12,25,2,0,12,9,2755,0,4,1
6.73,1,12,1,1,216,154,2756,2,0,1
6.13,1,29,2,0,29,125,2757,2,1,1
5.21,1,14,1,3,82,48,2758,2,1,1
6.44,26,24,1,2,2,43,2759,0,26,1
7.21,1,6,1,14,12,206,2760,14,14,1
6.44,1,71,1,0,2,6,2761,1,26,1
6.11,6,24,1,1,8,4,2762,0,0,1
7.49,13,24,1,0,42,1,2763,0,1,1
6.15,1,23,1,4,0,21,2764,3,0,1
7.25,13,25,1,0,60,86,2765,0,2,1
6.51,7,30,0,1,27,62,2766,2,5,1
7.3,2,23,2,0,12,17,2767,2,4,1
7.29,25,25,1,1,25,206,2768,0,0,1
5.68,4,15,2,20,57,3,2769,2,5,1
6.77,1,49,1,0,140,163,2770,1,1,1
7.94,50,24,3,0,2,3,2771,0,1,1
6.67,1,150,1,1,6,0,2772,1,0,1
8.18,1,107,1,0,24,299,2773,1,1,1
7.24,39,25,1,6,25,130,2774,0,5,1
7.18,1,24,1,1,2,46,2775,2,4,1
7.7,12,23,1,0,6,86,2776,0,0,1
7.62,1,93,3,2,296,164,2777,1,8,1
6.45,2,3,1,0,100,153,2778,3,3,1
6.28,97,23,1,1,18,299,2779,0,1,1
5.62,12,30,1,1,52,5,2780,0,0,1
6.66,52,24,1,2,2,122,2781,0,0,1
6.04,1,63,1,2,20,122,2782,1,0,1
6.28,12,24,1,1,10,1,2783,0,2,1
7.14,51,24,1,0,2,3,2784,0,1,1
6.76,26,23,3,3,0,165,2785,0,8,1
6.51,1,51,3,5,162,182,2786,2,1,1
7.25,2,24,2,0,12,5,2787,2,1,1
7.12,6,20,2,10,297,90,2788,2,1,1
7.67,1,95,1,1,42,5,2789,1,2,1
8.35,25,22,0,3,6,86,2790,0,5,1
6.5,25,5,3,0,165,25,2791,0,0,1
5.77,26,1,3,0,100,166,2792,0,1,1
6.84,39,24,1,1,2,102,2793,0,0,1
6.49,60,7,1,0,25,29,2794,0,5,1
6.89,12,24,2,1,12,22,2795,0,4,1
7.0,258,24,3,7,2,167,2796,0,6,1
7.07,2,24,0,1,6,25,2797,3,4,1
7.78,13,23,2,0,34,102,2798,0,1,1
6.27,1,106,3,2,0,162,2799,1,5,1
6.35,1,26,2,10,120,136,2800,2,1,1
5.62,1,30,3,16,12,78,2801,3,0,1
6.67,6,15,1,0,6,25,2802,3,0,1
7.49,3,24,1,0,12,88,2803,2,1,1
7.24,1,97,1,1,24,182,2804,1,1,1
6.44,4,15,1,15,18,130,2805,2,0,1
6.8,2,13,1,0,32,182,2806,3,26,1
5.65,1,46,1,0,16,19,2807,2,4,1
5.79,1,30,3,2,12,78,2808,3,0,1
7.94,12,24,2,1,46,109,2809,0,1,1
7.32,13,24,1,8,12,84,2810,0,0,1
7.36,1,110,0,1,2,102,2811,1,8,1
7.48,13,24,1,0,6,130,2812,0,1,1
7.27,6,4,2,0,12,17,2813,3,4,1
6.6,12,24,2,0,12,146,2814,0,4,1
6.87,13,3,1,0,298,153,2815,0,3,1
7.38,1,103,2,1,299,464,2816,1,0,1
7.6,1,24,1,0,6,121,2817,3,1,1
7.22,11,23,1,0,6,373,2818,0,1,1
6.94,1,14,0,1,208,15,2819,2,0,1
7.73,13,23,1,0,2,206,2820,0,1,1
